id,label
15674,0
64102,0
4372,0
8679,0
83187,1
7427,0
96824,1
53088,1
3956,0
13545,0
80108,1
5146,0
79515,1
39934,1
42577,1
58200,0
65892,0
82958,1
58111,0
56774,1
48778,1
9538,0
74023,0
12809,0
64133,0
18182,0
9347,0
86837,1
73149,0
58693,0
96514,1
47153,1
46092,1
76639,1
78011,1
61038,0
86615,1
61116,0
97026,1
89290,1
72157,0
26382,0
27308,0
2323,0
68330,0
69525,0
58257,0
46397,1
88653,1
72238,0
68863,0
17536,0
89351,1
42300,1
70123,0
8274,0
69654,0
12481,0
24822,0
86682,1
29022,0
34936,1
6564,0
62517,0
54653,1
80189,1
86596,1
90593,1
11408,0
93502,1
72416,0
87623,1
24304,0
5808,0
64329,0
57661,0
74717,0
22914,0
28662,0
75031,0
36879,1
24518,0
38641,1
74713,0
90594,1
92141,1
62825,0
24011,0
80977,1
59896,0
37613,1
16210,0
4252,0
92121,1
68238,0
35715,1
16439,0
82663,1
83337,1
94346,1
1197,0
9525,0
8109,0
83713,1
45237,1
72343,0
82984,1
53717,1
74312,0
86651,1
42981,1
63515,0
45456,1
70313,0
2608,0
91021,1
97364,1
7299,0
61343,0
93681,1
96179,1
4370,0
85179,1
32560,1
77887,1
6450,0
1045,0
72795,0
39833,1
89650,1
84147,1
10141,0
97017,1
94124,1
93942,1
29114,0
4356,0
45672,1
18490,0
18318,0
97041,1
76481,1
14864,0
50729,1
60963,0
57475,0
55477,1
74921,0
82744,1
9356,0
45711,1
90309,1
73398,0
10913,0
96432,1
22878,0
84505,1
14878,0
6888,0
26551,0
36423,1
46903,1
1025,0
25295,0
7283,0
71835,0
52700,1
84417,1
18361,0
25741,0
81183,1
39306,1
60541,0
73456,0
23837,0
96254,1
15076,0
92125,1
18637,0
76621,1
39838,1
43283,1
62639,0
23834,0
37302,1
23470,0
46990,1
84648,1
65610,0
67482,0
65188,0
92271,1
71876,0
96867,1
56219,1
76348,1
57633,0
60530,0
64635,0
5290,0
78116,1
9715,0
42677,1
65960,0
61298,0
52982,1
250,0
91474,1
69365,0
28510,0
23781,0
59106,0
66947,0
56924,1
45028,1
97305,1
68613,0
47512,1
89258,1
48377,1
20501,0
38112,1
95485,1
96471,1
51100,1
5781,0
52585,1
81661,1
15025,0
83116,1
74571,0
64105,0
86172,1
60059,0
27420,0
14576,0
80594,1
7965,0
12640,0
77584,1
86809,1
59365,0
58160,0
9707,0
52204,1
81122,1
64003,0
96007,1
33434,1
19453,0
26553,0
80419,1
1811,0
77779,1
60975,0
22892,0
32614,1
28083,0
13906,0
41612,1
42409,1
38598,1
56878,1
69993,0
77596,1
72180,0
23966,0
83403,1
62630,0
47231,1
89843,1
96287,1
69907,0
1837,0
6920,0
34720,1
60561,0
3660,0
95058,1
87311,1
55533,1
74328,0
64562,0
79076,1
74855,0
10690,0
43982,1
65487,0
94975,1
57202,1
74915,0
18527,0
70306,0
15089,0
19648,0
81377,1
91141,1
86212,1
67010,0
3447,0
67552,0
89048,1
40999,1
93432,1
95414,1
6995,0
4486,0
65353,0
1973,0
89538,1
37275,1
76000,1
96051,1
36351,1
85946,1
74423,0
49997,1
83356,1
81200,1
10155,0
93224,1
9530,0
15831,0
12371,0
35847,1
93919,1
85461,1
69896,0
63632,0
67805,0
32271,1
86738,1
62424,0
346,0
11124,0
72468,0
16149,0
39485,1
86420,1
44225,1
32232,1
26888,0
33658,1
20309,0
52639,1
12517,0
91017,1
78243,1
95785,1
60921,0
78885,1
88323,1
33674,1
47183,1
68872,0
80953,1
10033,0
56632,1
2353,0
89543,1
74916,0
14282,0
11111,0
92641,1
53302,1
45176,1
62402,0
18600,0
53878,1
81218,1
41034,1
71950,0
12936,0
78578,1
67363,0
51676,1
70068,0
4409,0
52880,1
16012,0
46629,1
76632,1
80762,1
25000,0
50299,1
6506,0
33067,1
12871,0
52884,1
62790,0
75040,0
40704,1
93747,1
96692,1
74377,0
6681,0
65946,0
33957,1
59394,0
88360,1
79513,1
61024,0
28410,0
61251,0
45473,1
92482,1
61802,0
93152,1
41189,1
90989,1
95545,1
36107,1
79735,1
44713,1
25523,0
91323,1
12704,0
60659,0
85868,1
94278,1
52387,1
17959,0
82087,1
29653,0
20016,0
62421,0
26937,0
31979,1
33919,1
380,0
40428,1
46699,1
23883,0
71712,0
2431,0
36551,1
93573,1
64486,0
65115,0
3924,0
8937,0
88551,1
16481,0
60626,0
17670,0
27651,0
12156,0
63099,0
48721,1
6085,0
44215,1
70817,0
29584,0
92697,1
92491,1
93820,1
18129,0
67119,0
50701,1
42816,1
51052,1
54405,1
69119,0
63891,0
57911,0
150,0
92679,1
71020,0
50017,1
81483,1
95458,1
3136,0
45048,1
95218,1
97109,1
24433,0
62693,0
70621,0
23621,0
29607,0
79411,1
10774,0
2463,0
90662,1
53338,1
67140,0
26989,0
85224,1
14840,0
27933,0
96881,1
607,0
3265,0
21595,0
90881,1
71228,0
20517,0
58940,0
71100,0
72128,0
25915,0
6990,0
20227,0
78399,1
6164,0
46550,1
54609,1
23891,0
503,0
77774,1
45359,1
42441,1
6452,0
4846,0
78874,1
92941,1
20273,0
79581,1
95244,1
93734,1
95928,1
59228,0
27795,0
60611,0
72942,0
19110,0
35924,1
20920,0
58625,0
64021,0
81536,1
37964,1
79101,1
2434,0
9608,0
75795,1
92068,1
90803,1
22372,0
96831,1
80425,1
12558,0
54214,1
18548,0
67897,0
85369,1
25760,0
65428,0
69330,0
90471,1
36648,1
71374,0
7190,0
83192,1
14946,0
95006,1
94594,1
9601,0
74159,0
43773,1
50948,1
7855,0
95833,1
62235,0
60303,0
62866,0
48986,1
5115,0
54086,1
13253,0
97051,1
2409,0
94914,1
80944,1
60581,0
74277,0
59073,0
8058,0
1513,0
53459,1
28867,0
18176,0
75766,1
13609,0
54814,1
14149,0
61157,0
829,0
63064,0
12413,0
77018,1
97208,1
41949,1
15616,0
36103,1
96117,1
93109,1
41465,1
82448,1
59070,0
46461,1
59825,0
90214,1
69072,0
51254,1
16543,0
14910,0
42052,1
92903,1
94380,1
82743,1
77489,1
29250,0
42228,1
11613,0
80512,1
83727,1
4586,0
24040,0
3010,0
37037,1
26807,0
7454,0
10983,0
94463,1
63126,0
8834,0
40115,1
89420,1
59956,0
222,0
60884,0
73074,0
93427,1
475,0
72313,0
3639,0
64850,0
17561,0
37208,1
26036,0
13939,0
17726,0
8479,0
38986,1
73247,0
52468,1
37874,1
57307,0
50625,1
41942,1
20098,0
17584,0
57317,0
77143,1
644,0
82489,1
58365,0
11556,0
17777,0
69638,0
4599,0
34390,1
42327,1
59144,0
69726,0
93406,1
13923,0
27550,0
11693,0
59965,0
90194,1
42267,1
84615,1
10332,0
86622,1
80790,1
15301,0
79392,1
34268,1
26194,0
11956,0
76929,1
24148,0
54154,1
91761,1
17525,0
92753,1
47684,1
59116,0
52878,1
72886,0
45408,1
55262,1
2707,0
57790,0
67627,0
714,0
36346,1
55042,1
42850,1
67931,0
66651,0
66393,0
96684,1
66012,0
28204,0
61981,0
23532,0
21723,0
46182,1
6179,0
49247,1
71636,0
96316,1
67225,0
64779,0
47621,1
9657,0
70223,0
89845,1
43421,1
3181,0
55675,1
2506,0
74950,0
12355,0
33099,1
52548,1
50483,1
49181,1
19557,0
85316,1
42960,1
21968,0
42395,1
95429,1
78893,1
97061,1
80895,1
81724,1
74788,0
76814,1
37609,1
87344,1
84260,1
37284,1
29917,0
44698,1
65241,0
29942,0
62188,0
7472,0
74789,0
45302,1
47390,1
63090,0
3653,0
13221,0
36080,1
5414,0
55688,1
66640,0
24580,0
86169,1
80949,1
55880,1
14256,0
46580,1
52333,1
6202,0
77815,1
13379,0
68297,0
94770,1
23627,0
28808,0
57227,1
43825,1
35653,1
26537,0
14552,0
54750,1
66882,0
44690,1
96943,1
43557,1
11099,0
49826,1
408,0
54971,1
75160,0
8530,0
39461,1
40969,1
52619,1
93805,1
36391,1
58393,0
95864,1
3346,0
88658,1
4013,0
95041,1
50475,1
65125,0
4080,0
29759,0
88557,1
45734,1
89058,1
46705,1
48324,1
44044,1
46612,1
37384,1
17252,0
6788,0
58790,0
22080,0
8391,0
39812,1
41900,1
69844,0
97066,1
56233,1
88336,1
35157,1
74885,0
48245,1
3517,0
36247,1
23113,0
68045,0
32021,1
32283,1
33720,1
2334,0
29611,0
26303,0
29499,0
19665,0
62182,0
61330,0
1925,0
42895,1
15013,0
57020,1
49633,1
15329,0
53652,1
82139,1
70482,0
39631,1
47004,1
72580,0
76231,1
23725,0
83811,1
84562,1
13641,0
49972,1
43850,1
21114,0
10755,0
97390,1
43196,1
58594,0
74696,0
73863,0
23061,0
2535,0
65112,0
38190,1
86579,1
77661,1
21511,0
47276,1
56896,1
57325,0
34973,1
13638,0
18712,0
27207,0
67151,0
55945,1
64041,0
54144,1
43540,1
28149,0
56147,1
75968,1
14889,0
36188,1
14721,0
22464,0
7012,0
74537,0
36649,1
52923,1
14248,0
54808,1
38848,1
88149,1
26703,0
55015,1
52562,1
53613,1
96827,1
2632,0
50472,1
85234,1
71163,0
81986,1
86353,1
2915,0
96034,1
63519,0
8811,0
38228,1
37248,1
37875,1
59058,0
9270,0
57749,0
36387,1
58783,0
63676,0
7213,0
56117,1
1439,0
70949,0
22263,0
92018,1
95536,1
70147,0
12066,0
82949,1
62085,0
87233,1
25880,0
69489,0
38267,1
94738,1
29630,0
60139,0
13954,0
56689,1
74358,0
50662,1
62251,0
49663,1
8933,0
4472,0
76567,1
62986,0
57340,0
64405,0
42505,1
81882,1
89651,1
29160,0
36490,1
61795,0
80297,1
55371,1
57613,0
85695,1
82859,1
11081,0
42041,1
58889,0
55242,1
25755,0
72419,0
37088,1
44570,1
57179,1
3245,0
2732,0
15764,0
24985,0
25710,0
61617,0
55239,1
81145,1
62128,0
94560,1
13703,0
77013,1
38155,1
29853,0
63914,0
1502,0
22726,0
68292,0
85490,1
14439,0
96704,1
87843,1
2222,0
68162,0
23727,0
54064,1
79123,1
75919,1
57076,1
63470,0
44055,1
96935,1
54489,1
10666,0
73353,0
41957,1
70930,0
15943,0
72707,0
14064,0
18066,0
14046,0
10810,0
1676,0
28365,0
52547,1
5932,0
48595,1
88536,1
43035,1
70347,0
42905,1
94917,1
38277,1
92219,1
77131,1
3769,0
37522,1
41225,1
9806,0
80180,1
54825,1
47761,1
5977,0
18899,0
90253,1
64538,0
84984,1
76733,1
79775,1
61212,0
87929,1
90343,1
89278,1
23547,0
75208,0
54382,1
33526,1
89411,1
50143,1
68577,0
26583,0
90269,1
52108,1
2838,0
6350,0
60384,0
50950,1
36650,1
36282,1
97389,1
63188,0
22185,0
67136,0
40045,1
51265,1
85797,1
77482,1
41345,1
65026,0
92239,1
73869,0
6258,0
51792,1
81139,1
91593,1
54190,1
2990,0
63550,0
13889,0
14941,0
69242,0
57635,0
60279,0
63157,0
84020,1
79556,1
40386,1
83088,1
77082,1
60802,0
5774,0
75070,0
28637,0
73731,0
64266,0
64545,0
77307,1
57491,0
14752,0
40783,1
3628,0
19990,0
59216,0
42845,1
80487,1
96340,1
25894,0
49161,1
39569,1
2697,0
33249,1
78002,1
43052,1
58078,0
77673,1
72648,0
15702,0
96942,1
30136,0
64804,0
81795,1
28762,0
32399,1
73608,0
25660,0
85806,1
89524,1
88691,1
67092,0
49606,1
94033,1
94865,1
36787,1
68730,0
37064,1
57673,0
64205,0
29365,0
19236,0
56635,1
33362,1
92022,1
5389,0
35364,1
22201,0
81477,1
70083,0
33260,1
65075,0
94128,1
10579,0
86988,1
70239,0
6628,0
28025,0
29122,0
135,0
81294,1
5108,0
37400,1
46335,1
6129,0
64162,0
81305,1
63618,0
9505,0
9611,0
64884,0
27265,0
65066,0
9993,0
87021,1
11127,0
70033,0
50564,1
45696,1
1909,0
77145,1
77859,1
72066,0
44902,1
63501,0
93256,1
55305,1
18023,0
69261,0
66383,0
55928,1
91336,1
79118,1
8162,0
9636,0
72399,0
37125,1
78640,1
61881,0
53558,1
5980,0
89047,1
51135,1
80426,1
57766,0
46907,1
67399,0
15707,0
77402,1
18829,0
185,0
61876,0
63344,0
65420,0
3510,0
48,0
50808,1
49686,1
36229,1
64528,0
23861,0
59772,0
58706,0
35014,1
45918,1
96532,1
68455,0
69349,0
5973,0
91599,1
20183,0
25926,0
27575,0
65708,0
79366,1
15096,0
14704,0
80119,1
95478,1
42955,1
24462,0
38226,1
76069,1
9791,0
10847,0
46210,1
91147,1
87227,1
87110,1
36623,1
89201,1
76695,1
60143,0
51003,1
45633,1
64408,0
85078,1
86046,1
90243,1
91008,1
85543,1
62233,0
33038,1
76250,1
69440,0
49256,1
69549,0
37882,1
198,0
49619,1
22034,0
73991,0
905,0
85996,1
37957,1
68207,0
32111,1
85750,1
61779,0
60548,0
9375,0
80995,1
10253,0
58662,0
88901,1
87598,1
13505,0
64366,0
84405,1
60380,0
61764,0
92098,1
97171,1
73336,0
40449,1
2874,0
93054,1
47591,1
20550,0
39442,1
95419,1
32561,1
70842,0
94016,1
26756,0
43963,1
67453,0
22242,0
46976,1
77113,1
64106,0
94903,1
63255,0
10669,0
80267,1
35321,1
43314,1
95755,1
8951,0
57073,1
90116,1
70056,0
61714,0
24586,0
34457,1
74680,0
88948,1
22846,0
83867,1
73565,0
85699,1
52955,1
87072,1
4909,0
4129,0
48619,1
64572,0
16327,0
54828,1
39852,1
87358,1
340,0
68470,0
69670,0
26423,0
73014,0
53786,1
59472,0
2244,0
34049,1
65482,0
86398,1
90410,1
21900,0
36326,1
72088,0
9037,0
17076,0
48192,1
82986,1
79748,1
57422,0
63166,0
1031,0
20758,0
67075,0
91313,1
78526,1
28990,0
19986,0
92045,1
64390,0
68509,0
654,0
42298,1
32154,1
78698,1
80070,1
18609,0
86073,1
60954,0
77633,1
66910,0
51538,1
12109,0
40137,1
82899,1
47088,1
24159,0
66414,0
2953,0
89217,1
34545,1
1271,0
7242,0
94118,1
23974,0
23936,0
15415,0
62524,0
46715,1
80235,1
69071,0
82044,1
86354,1
35709,1
60079,0
49786,1
16146,0
73789,0
82654,1
88398,1
15498,0
35983,1
91967,1
53427,1
70904,0
41943,1
75190,0
25976,0
56684,1
63162,0
87434,1
12992,0
93205,1
61262,0
35460,1
36050,1
67540,0
62291,0
50048,1
7699,0
74188,0
91709,1
53460,1
58995,0
90646,1
91192,1
18500,0
69306,0
89689,1
60705,0
28538,0
24270,0
42725,1
62858,0
86179,1
78757,1
87991,1
74558,0
80849,1
89415,1
865,0
53696,1
84653,1
95682,1
57118,1
32412,1
19805,0
82775,1
29469,0
82980,1
84641,1
75018,0
62321,0
67744,0
87905,1
69189,0
97084,1
594,0
50304,1
1731,0
34529,1
65360,0
5256,0
92836,1
93270,1
10802,0
27643,0
12402,0
34469,1
77342,1
93758,1
93342,1
46807,1
79568,1
49053,1
66503,0
47477,1
10075,0
75980,1
94153,1
75901,1
58642,0
33575,1
89245,1
40339,1
70143,0
22794,0
43140,1
64662,0
58308,0
54220,1
12376,0
70053,0
69176,0
94111,1
46150,1
89825,1
46289,1
56590,1
74439,0
54903,1
72173,0
74820,0
73747,0
73900,0
55637,1
8429,0
27003,0
79012,1
88203,1
81490,1
13670,0
45403,1
63210,0
16033,0
90528,1
13547,0
5690,0
42013,1
3262,0
331,0
18858,0
7083,0
66617,0
19218,0
970,0
76896,1
87049,1
74465,0
4538,0
2192,0
96110,1
16141,0
48178,1
69604,0
53594,1
70809,0
63656,0
84117,1
39114,1
2938,0
92291,1
76064,1
40940,1
25076,0
77373,1
7823,0
89958,1
57974,0
96504,1
74089,0
44941,1
94507,1
25256,0
55974,1
51007,1
92834,1
95635,1
28979,0
47942,1
19406,0
44771,1
85479,1
93157,1
68008,0
73122,0
86953,1
24075,0
41206,1
97326,1
14209,0
65455,0
25909,0
27700,0
37527,1
20376,0
90920,1
35818,1
18719,0
7618,0
2332,0
57476,0
72600,0
18535,0
62299,0
60109,0
18212,0
84559,1
26378,0
81903,1
88064,1
53188,1
76536,1
58020,0
62423,0
69256,0
16992,0
60553,0
54791,1
42352,1
7815,0
81360,1
46545,1
79814,1
14143,0
84399,1
8010,0
72068,0
86974,1
2402,0
68893,0
6733,0
2829,0
72421,0
68482,0
13806,0
39319,1
79845,1
95511,1
15999,0
23502,0
63510,0
72622,0
69250,0
25366,0
12877,0
94859,1
15262,0
70416,0
13741,0
36226,1
78196,1
67643,0
44599,1
86796,1
49589,1
60263,0
76758,1
2049,0
17300,0
37716,1
23369,0
43521,1
3427,0
94166,1
7104,0
51259,1
47396,1
12749,0
12080,0
41163,1
28424,0
61827,0
19013,0
23657,0
56973,1
93708,1
8609,0
94137,1
57989,0
44853,1
512,0
14707,0
28371,0
16528,0
92516,1
63018,0
57244,1
28256,0
33291,1
43067,1
25613,0
54813,1
61069,0
80158,1
32334,1
43288,1
42285,1
18414,0
41984,1
64872,0
63212,0
40368,1
52233,1
29718,0
95667,1
37115,1
58398,0
19845,0
91189,1
69093,0
47968,1
91276,1
27775,0
89705,1
15657,0
60219,0
11856,0
53723,1
68763,0
26017,0
1389,0
63294,0
72804,0
7808,0
69164,0
33032,1
92767,1
96262,1
59659,0
8013,0
92821,1
20532,0
79854,1
78157,1
67095,0
25109,0
91663,1
17221,0
27969,0
46795,1
59503,0
53206,1
42309,1
90921,1
48434,1
25193,0
78639,1
79616,1
3284,0
87895,1
72743,0
17780,0
28260,0
76825,1
26530,0
86089,1
51711,1
70989,0
83834,1
90174,1
62440,0
24510,0
8482,0
26304,0
70268,0
81335,1
63758,0
78433,1
85534,1
76222,1
4543,0
71825,0
17775,0
86198,1
16263,0
60943,0
71412,0
65417,0
17271,0
35280,1
23558,0
61463,0
4696,0
78756,1
91349,1
57091,1
79243,1
12536,0
83651,1
62407,0
4071,0
73498,0
76259,1
57107,1
58864,0
68704,0
84436,1
33331,1
18836,0
69374,0
8256,0
73223,0
46478,1
48809,1
64406,0
76966,1
66002,0
84035,1
95508,1
70931,0
63217,0
26388,0
18352,0
83731,1
21494,0
63343,0
82721,1
76416,1
92020,1
11407,0
7795,0
74391,0
15661,0
48453,1
51064,1
81794,1
32600,1
39403,1
86759,1
56134,1
52799,1
43781,1
48914,1
64925,0
16064,0
37825,1
79268,1
16816,0
30072,0
45143,1
35899,1
43870,1
46924,1
36699,1
74785,0
61428,0
17543,0
82288,1
96780,1
14347,0
10356,0
75872,1
89382,1
13156,0
72120,0
94468,1
89948,1
55193,1
76700,1
19129,0
33117,1
47743,1
29940,0
58741,0
29760,0
32900,1
84354,1
15391,0
78621,1
45011,1
77764,1
43827,1
50507,1
80130,1
39392,1
58259,0
68068,0
52452,1
38069,1
17963,0
42824,1
73348,0
50669,1
64660,0
43648,1
21950,0
81558,1
38782,1
78990,1
84245,1
66118,0
11661,0
93409,1
87638,1
33169,1
16344,0
60629,0
76819,1
92738,1
10719,0
22705,0
39749,1
78746,1
54321,1
56937,1
53573,1
14520,0
16132,0
16395,0
57283,0
82332,1
2177,0
95434,1
75936,1
45124,1
28682,0
80552,1
32955,1
2379,0
34061,1
49194,1
60427,0
46100,1
3772,0
74796,0
2234,0
74737,0
53246,1
28247,0
25893,0
5215,0
16810,0
1654,0
23596,0
17895,0
17124,0
45365,1
19785,0
14673,0
24237,0
38395,1
76202,1
77876,1
18920,0
73979,0
23037,0
2640,0
12798,0
95139,1
96588,1
78030,1
73688,0
6066,0
51310,1
62878,0
85364,1
1407,0
21916,0
62315,0
27707,0
78207,1
41944,1
44811,1
71595,0
58712,0
32404,1
10902,0
58100,0
25995,0
62030,0
47939,1
73433,0
13389,0
89868,1
89344,1
61451,0
91365,1
32108,1
73867,0
82366,1
14942,0
26582,0
43966,1
89443,1
45378,1
90769,1
50812,1
70533,0
93778,1
15537,0
38550,1
418,0
75967,1
84442,1
37129,1
61407,0
1306,0
14147,0
43429,1
68353,0
35782,1
43797,1
74339,0
19667,0
27036,0
48257,1
34446,1
83925,1
84856,1
54718,1
77256,1
90626,1
65095,0
8624,0
3546,0
6824,0
39614,1
1363,0
58335,0
71370,0
29608,0
86378,1
73507,0
63368,0
41294,1
72213,0
39454,1
27864,0
1699,0
72147,0
2577,0
77243,1
2106,0
34824,1
61855,0
43798,1
39424,1
91789,1
44317,1
79143,1
52105,1
67617,0
47762,1
64278,0
39509,1
88002,1
24957,0
39847,1
79050,1
33587,1
24838,0
28656,0
28292,0
79091,1
65494,0
32848,1
87732,1
43192,1
67557,0
59952,0
49015,1
39834,1
88008,1
94484,1
39083,1
33187,1
26104,0
67949,0
4385,0
21334,0
43944,1
15314,0
38134,1
77590,1
32761,1
91936,1
70740,0
45469,1
47661,1
81281,1
10275,0
39307,1
4603,0
79391,1
90658,1
93441,1
65745,0
84422,1
88436,1
87540,1
6712,0
19263,0
51680,1
27695,0
71128,0
7731,0
81945,1
71338,0
9541,0
45460,1
96090,1
32923,1
71631,0
1704,0
80692,1
92711,1
77641,1
39090,1
26662,0
71462,0
15978,0
89522,1
74557,0
32483,1
36038,1
59892,0
19626,0
51761,1
95358,1
13820,0
65569,0
61837,0
15095,0
25518,0
64326,0
81230,1
91096,1
14411,0
66180,0
39217,1
45299,1
17473,0
21371,0
67634,0
69731,0
71736,0
40123,1
2931,0
54445,1
57683,0
33350,1
32869,1
16854,0
27203,0
52311,1
65984,0
15211,0
20873,0
46055,1
41876,1
24111,0
97020,1
63952,0
43,0
11326,0
29008,0
55912,1
87695,1
92177,1
32949,1
67605,0
45961,1
27587,0
12943,0
82069,1
73989,0
85900,1
90879,1
21414,0
47471,1
79240,1
46206,1
60959,0
72786,0
46928,1
92582,1
34955,1
2397,0
16300,0
65650,0
48886,1
27894,0
29692,0
4834,0
51844,1
26174,0
39898,1
4350,0
84125,1
70663,0
35060,1
598,0
22137,0
85434,1
7790,0
77837,1
12264,0
73386,0
27107,0
58970,0
44720,1
20060,0
56799,1
88131,1
89341,1
86497,1
97295,1
15558,0
4106,0
13502,0
8361,0
77834,1
25179,0
85681,1
95063,1
85130,1
95336,1
26726,0
90001,1
21735,0
27084,0
87053,1
72835,0
59098,0
71201,0
28969,0
49047,1
77158,1
11082,0
25340,0
17929,0
96799,1
33243,1
74953,0
15968,0
61873,0
76617,1
66246,0
20266,0
16162,0
24602,0
20544,0
88174,1
50474,1
50969,1
63483,0
91864,1
48950,1
62735,0
63159,0
45188,1
79150,1
52373,1
55517,1
45108,1
71216,0
80931,1
95362,1
20047,0
48017,1
66307,0
47388,1
1459,0
85421,1
5269,0
54385,1
40708,1
17740,0
3705,0
50195,1
40738,1
36117,1
52130,1
85634,1
21160,0
80842,1
78435,1
65498,0
84850,1
49710,1
34889,1
43220,1
793,0
39893,1
42209,1
85338,1
54665,1
42256,1
75145,0
63507,0
22809,0
20895,0
26620,0
56747,1
60061,0
71957,0
35084,1
71108,0
71283,0
70620,0
90537,1
80673,1
56402,1
14230,0
83425,1
56536,1
20347,0
93545,1
66003,0
17101,0
81506,1
15806,0
1750,0
68705,0
96651,1
93483,1
56970,1
65887,0
33016,1
38671,1
66469,0
62250,0
75035,0
23961,0
37281,1
40291,1
14164,0
96527,1
2061,0
1183,0
36844,1
7711,0
15790,0
56294,1
68731,0
34929,1
86961,1
35803,1
5467,0
12562,0
83761,1
52774,1
28636,0
37178,1
42750,1
18504,0
10762,0
84932,1
5060,0
79552,1
29045,0
63394,0
23272,0
69810,0
2756,0
22144,0
27229,0
83884,1
88148,1
76934,1
67676,0
43145,1
64283,0
302,0
15749,0
18561,0
94055,1
26806,0
22257,0
18375,0
1315,0
11742,0
96865,1
72803,0
89256,1
51539,1
51515,1
17985,0
63331,0
38218,1
46075,1
62457,0
84053,1
80676,1
58683,0
10067,0
57268,0
41422,1
85986,1
14113,0
84969,1
69687,0
91400,1
44161,1
70578,0
74427,0
56312,1
81287,1
17211,0
15171,0
90942,1
42561,1
37636,1
94970,1
58438,0
63236,0
60165,0
1994,0
70197,0
14405,0
63268,0
34638,1
32221,1
26863,0
32947,1
81525,1
90258,1
8490,0
35367,1
85667,1
89458,1
40254,1
24528,0
69921,0
49253,1
83363,1
41306,1
60783,0
15259,0
25347,0
20367,0
91661,1
3728,0
84259,1
33573,1
15162,0
13478,0
13909,0
86752,1
92407,1
11040,0
21058,0
43212,1
85713,1
91056,1
42565,1
71890,0
18451,0
51669,1
59353,0
61862,0
72714,0
82994,1
52811,1
37012,1
61411,0
6723,0
68479,0
75089,0
35880,1
26997,0
33478,1
72696,0
9387,0
60759,0
36989,1
29947,0
54285,1
60889,0
44232,1
9828,0
2594,0
51438,1
48416,1
71052,0
84953,1
8295,0
96461,1
8700,0
70681,0
80094,1
29983,0
16876,0
39967,1
79965,1
64224,0
63404,0
38760,1
64039,0
89403,1
62533,0
71684,0
53309,1
59059,0
23928,0
87381,1
81011,1
2145,0
75027,0
58678,0
85989,1
38951,1
64569,0
10127,0
21164,0
94348,1
17049,0
59544,0
2907,0
82774,1
1523,0
64467,0
65940,0
16085,0
28411,0
41914,1
1351,0
54411,1
42645,1
94150,1
17464,0
59539,0
91418,1
88080,1
24682,0
7881,0
5305,0
14368,0
11201,0
38822,1
14608,0
6553,0
82804,1
80270,1
10982,0
11629,0
28540,0
43996,1
17599,0
25777,0
59179,0
63307,0
61079,0
373,0
94759,1
97083,1
76280,1
76837,1
27328,0
52382,1
32080,1
57909,0
53784,1
26691,0
84776,1
84473,1
29410,0
73158,0
51684,1
67753,0
6083,0
47709,1
69925,0
73203,0
41665,1
62642,0
56745,1
89387,1
54237,1
41003,1
72851,0
60500,0
95360,1
33141,1
65025,0
49251,1
53140,1
63047,0
68784,0
79520,1
51554,1
6146,0
5280,0
21399,0
54363,1
65376,0
63561,0
76290,1
49012,1
70244,0
15496,0
50149,1
22986,0
27527,0
88364,1
39455,1
18629,0
23445,0
9194,0
78860,1
18493,0
89881,1
91724,1
57628,0
36918,1
19774,0
90402,1
54181,1
52510,1
49816,1
47079,1
51640,1
32405,1
26395,0
21026,0
63745,0
1541,0
84466,1
46599,1
91838,1
4219,0
24085,0
72976,0
56029,1
15881,0
17742,0
53446,1
29574,0
17462,0
80233,1
89129,1
3344,0
92420,1
13450,0
37481,1
236,0
92394,1
90888,1
95236,1
46559,1
18056,0
79974,1
24400,0
66873,0
97378,1
39240,1
81299,1
13322,0
54074,1
92055,1
94778,1
73013,0
83048,1
96808,1
77295,1
2100,0
17665,0
9706,0
15817,0
27960,0
26983,0
87219,1
74020,0
38600,1
8629,0
79846,1
71181,0
69207,0
86897,1
25851,0
43998,1
50033,1
82340,1
94750,1
38056,1
35741,1
86224,1
50641,1
41834,1
41272,1
23044,0
89838,1
42593,1
75169,0
88815,1
64049,0
11607,0
39562,1
16866,0
56541,1
58778,0
58647,0
52942,1
68660,0
60246,0
34663,1
96814,1
71486,0
82404,1
61577,0
28118,0
53183,1
58552,0
29581,0
85031,1
87129,1
80268,1
70229,0
28527,0
74066,0
67181,0
89370,1
92310,1
60004,0
96674,1
65160,0
66520,0
37696,1
91081,1
53960,1
64648,0
66948,0
26528,0
26990,0
19836,0
26264,0
79192,1
93960,1
19378,0
85564,1
74633,0
23729,0
29899,0
62771,0
1579,0
80123,1
33703,1
46020,1
85654,1
39523,1
226,0
3419,0
68223,0
61460,0
38452,1
87477,1
22284,0
77215,1
52900,1
8665,0
22025,0
59126,0
18250,0
39237,1
7802,0
14101,0
41024,1
78056,1
23290,0
38774,1
3155,0
70787,0
47688,1
90068,1
32476,1
43585,1
48097,1
79503,1
42408,1
87410,1
88685,1
74961,0
26022,0
34718,1
47106,1
52457,1
33629,1
59937,0
80567,1
58356,0
2072,0
76206,1
16451,0
72071,0
15694,0
3488,0
86889,1
32632,1
50715,1
29855,0
57693,0
26328,0
70026,0
33746,1
94204,1
17213,0
51073,1
24893,0
3571,0
26449,0
69384,0
67884,0
65738,0
85798,1
90438,1
20131,0
